时间,最小正备用（MW）,最大正备用,最大负备用（MW）,最小负备用（MW）,正备用（MW）,负备用（MW）
2023-10-05 09:45:00+08,1126,22451,21483,-723,22385,-103
2023-10-05 10:00:00+08,1126,22451,21483,-723,20554,494
2023-10-05 10:15:00+08,1126,22451,21483,-723,19373,1675
2023-10-05 10:30:00+08,1126,22451,21483,-723,18884,2164
2023-10-05 10:45:00+08,1126,22451,21483,-723,18147,2901
2023-10-05 11:00:00+08,1126,22451,21483,-723,17035,4013
2023-10-05 11:15:00+08,1126,22451,21483,-723,15653,5395
2023-10-05 11:30:00+08,1126,22451,21483,-723,15631,5417
2023-10-05 11:45:00+08,1126,22451,21483,-723,15399,5649
2023-10-05 12:00:00+08,1126,22451,21483,-723,15592,5456
2023-10-05 12:15:00+08,1126,22451,21483,-723,15587,6141
2023-10-05 12:30:00+08,1126,22451,21483,-723,15002,6726
2023-10-05 12:45:00+08,1126,22451,21483,-723,13105,8623
2023-10-05 13:00:00+08,1126,22451,21483,-723,11670,10058
2023-10-05 13:15:00+08,1126,22451,21483,-723,9355,12373
2023-10-05 13:30:00+08,1126,22451,21483,-723,8908,12820
2023-10-05 13:45:00+08,1126,22451,21483,-723,7638,14090
2023-10-05 14:00:00+08,1126,22451,21483,-723,6441,15287
2023-10-05 14:15:00+08,1126,22451,21483,-723,5383,16345
2023-10-05 14:30:00+08,1126,22451,21483,-723,4791,17168
2023-10-05 14:45:00+08,1126,22451,21483,-723,3664,18295
2023-10-05 15:00:00+08,1126,22451,21483,-723,2733,19226
2023-10-05 15:15:00+08,1126,22451,21483,-723,2492,20117
2023-10-05 15:30:00+08,1126,22451,21483,-723,1126,21483
2023-10-05 15:45:00+08,1126,22451,21483,-723,1294,21315
2023-10-05 16:00:00+08,1126,22451,21483,-723,1857,20927
2023-10-05 16:15:00+08,1126,22451,21483,-723,2310,20474
2023-10-05 16:30:00+08,1126,22451,21483,-723,1919,20865
2023-10-05 16:45:00+08,1126,22451,21483,-723,1952,20832
2023-10-05 17:00:00+08,1126,22451,21483,-723,4025,19027
2023-10-05 17:15:00+08,1126,22451,21483,-723,4166,18711
2023-10-05 17:30:00+08,1126,22451,21483,-723,4270,18782
2023-10-05 17:45:00+08,1126,22451,21483,-723,3847,19205
2023-10-05 18:00:00+08,1126,22451,21483,-723,3731,19321
2023-10-05 18:15:00+08,1126,22451,21483,-723,3968,19084
2023-10-05 18:30:00+08,1126,22451,21483,-723,5110,18099
2023-10-05 18:45:00+08,1126,22451,21483,-723,6383,16826
2023-10-05 19:00:00+08,1126,22451,21483,-723,6648,16561
2023-10-05 19:15:00+08,1126,22451,21483,-723,7030,16258
2023-10-05 19:30:00+08,1126,22451,21483,-723,7247,16041
2023-10-05 19:45:00+08,1126,22451,21483,-723,7008,16201
2023-10-05 20:00:00+08,1126,22451,21483,-723,7249,15960
2023-10-05 20:15:00+08,1126,22451,21483,-723,5883,17326
2023-10-05 20:30:00+08,1126,22451,21483,-723,5773,17436
2023-10-05 20:45:00+08,1126,22451,21483,-723,5426,17783
2023-10-05 21:00:00+08,1126,22451,21483,-723,5442,17767
2023-10-05 21:15:00+08,1126,22451,21483,-723,5316,17893
2023-10-05 21:30:00+08,1126,22451,21483,-723,5757,17452
2023-10-05 21:45:00+08,1126,22451,21483,-723,5997,17212
2023-10-05 22:00:00+08,1126,22451,21483,-723,6763,16446
2023-10-05 22:15:00+08,1126,22451,21483,-723,6961,16248
2023-10-05 22:30:00+08,1126,22451,21483,-723,7201,16008
2023-10-05 22:45:00+08,1126,22451,21483,-723,7270,15939
2023-10-05 23:00:00+08,1126,22451,21483,-723,7425,15784
2023-10-05 23:15:00+08,1126,22451,21483,-723,7020,16189
2023-10-05 23:30:00+08,1126,22451,21483,-723,7222,15987
2023-10-05 23:45:00+08,1126,22451,21483,-723,7157,16052
2023-10-06 00:00:00+08,1126,22451,21483,-723,7528,15681
2023-10-06 00:15:00+08,3118,9422,21371,14666,7005,16037
2023-10-06 00:30:00+08,3118,9422,21371,14666,5743,17388
2023-10-06 00:45:00+08,3118,9422,21371,14666,7364,15767
2023-10-06 01:00:00+08,3118,9422,21371,14666,7363,15768
2023-10-06 01:15:00+08,3118,9422,21371,14666,7781,15350
2023-10-06 01:30:00+08,3118,9422,21371,14666,7783,15348
2023-10-06 01:45:00+08,3118,9422,21371,14666,7550,15580
2023-10-06 02:00:00+08,3118,9422,21371,14666,7769,15361
2023-10-06 02:15:00+08,3118,9422,21371,14666,7717,15414
2023-10-06 02:30:00+08,3118,9422,21371,14666,8064,15241
2023-10-06 02:45:00+08,3118,9422,21371,14666,8144,15162
2023-10-06 03:00:00+08,3118,9422,21371,14666,8195,15111
2023-10-06 03:15:00+08,3118,9422,21371,14666,8099,15207
2023-10-06 03:30:00+08,3118,9422,21371,14666,8308,14997
2023-10-06 03:45:00+08,3118,9422,21371,14666,8345,14961
2023-10-06 04:00:00+08,3118,9422,21371,14666,8639,14666
2023-10-06 04:15:00+08,3118,9422,21371,14666,8568,14738
2023-10-06 04:30:00+08,3118,9422,21371,14666,8141,15164
2023-10-06 04:45:00+08,3118,9422,21371,14666,8171,15135
2023-10-06 05:00:00+08,3118,9422,21371,14666,7472,15834
2023-10-06 05:15:00+08,3118,9422,21371,14666,7524,15782
2023-10-06 05:30:00+08,3118,9422,21371,14666,7681,15624
2023-10-06 05:45:00+08,3118,9422,21371,14666,8208,15598
2023-10-06 06:00:00+08,3118,9422,21371,14666,7432,16373
2023-10-06 06:15:00+08,3118,9422,21371,14666,6305,17501
2023-10-06 06:30:00+08,3118,9422,21371,14666,5678,18297
2023-10-06 06:45:00+08,3118,9422,21371,14666,5362,18613
2023-10-06 07:00:00+08,3118,9422,21371,14666,5558,18417
2023-10-06 07:15:00+08,3118,9422,21371,14666,5434,18542
2023-10-06 07:30:00+08,3118,9422,21371,14666,6008,17880
2023-10-06 07:45:00+08,3118,9422,21371,14666,5535,18441
2023-10-06 08:00:00+08,3118,9422,21371,14666,7818,18204
2023-10-06 08:15:00+08,3118,9422,21371,14666,6628,17348
2023-10-06 08:30:00+08,3118,9422,21371,14666,7162,16814
2023-10-06 08:45:00+08,3118,9422,21371,14666,7612,16363
2023-10-06 09:00:00+08,3118,9422,21371,14666,7931,16044
2023-10-06 09:15:00+08,3118,9422,21371,14666,7519,16456
2023-10-06 09:30:00+08,3118,9422,21371,14666,7958,16018
2023-10-06 09:45:00+08,3118,9422,21371,14666,7642,16334
2023-10-06 10:00:00+08,3118,9422,21371,14666,7471,16505
2023-10-06 10:15:00+08,3118,9422,21371,14666,6592,17384
2023-10-06 10:30:00+08,3118,9422,21371,14666,6465,17510
2023-10-06 10:45:00+08,3118,9422,21371,14666,6260,17716
2023-10-06 11:00:00+08,3118,9422,21371,14666,5934,18041
2023-10-06 11:15:00+08,3118,9422,21371,14666,3658,20318
2023-10-06 11:30:00+08,3118,9422,21371,14666,3991,19985
2023-10-06 11:45:00+08,3118,9422,21371,14666,3760,20216
2023-10-06 12:00:00+08,3118,9422,21371,14666,5068,18907
2023-10-06 12:15:00+08,3118,9422,21371,14666,4862,19114
2023-10-06 12:30:00+08,3118,9422,21371,14666,5268,18708
2023-10-06 12:45:00+08,3118,9422,21371,14666,4558,19418
2023-10-06 13:00:00+08,3118,9422,21371,14666,4873,19102
2023-10-06 13:15:00+08,3118,9422,21371,14666,3582,20394
2023-10-06 13:30:00+08,3118,9422,21371,14666,4476,19500
2023-10-06 13:45:00+08,3118,9422,21371,14666,4208,19767
2023-10-06 14:00:00+08,3118,9422,21371,14666,4859,19265
2023-10-06 14:15:00+08,3118,9422,21371,14666,4670,19453
2023-10-06 14:30:00+08,3118,9422,21371,14666,4242,19882
2023-10-06 14:45:00+08,3118,9422,21371,14666,3657,20467
2023-10-06 15:00:00+08,3118,9422,21371,14666,3853,20271
2023-10-06 15:15:00+08,3118,9422,21371,14666,3559,20565
2023-10-06 15:30:00+08,3118,9422,21371,14666,3713,20776
2023-10-06 15:45:00+08,3118,9422,21371,14666,3118,21371
2023-10-06 16:00:00+08,3118,9422,21371,14666,3961,20528
2023-10-06 16:15:00+08,3118,9422,21371,14666,4869,19620
2023-10-06 16:30:00+08,3118,9422,21371,14666,4936,19553
2023-10-06 16:45:00+08,3118,9422,21371,14666,5151,19338
2023-10-06 17:00:00+08,3118,9422,21371,14666,6676,17813
2023-10-06 17:15:00+08,3118,9422,21371,14666,6921,17568
2023-10-06 17:30:00+08,3118,9422,21371,14666,6392,18097
2023-10-06 17:45:00+08,3118,9422,21371,14666,6102,18387
2023-10-06 18:00:00+08,3118,9422,21371,14666,5845,18643
2023-10-06 18:15:00+08,3118,9422,21371,14666,5116,19373
2023-10-06 18:30:00+08,3118,9422,21371,14666,6709,17955
2023-10-06 18:45:00+08,3118,9422,21371,14666,8095,16679
2023-10-06 19:00:00+08,3118,9422,21371,14666,8803,15861
2023-10-06 19:15:00+08,3118,9422,21371,14666,9081,15692
2023-10-06 19:30:00+08,3118,9422,21371,14666,9359,15414
2023-10-06 19:45:00+08,3118,9422,21371,14666,8838,15935
2023-10-06 20:00:00+08,3118,9422,21371,14666,9029,15745
2023-10-06 20:15:00+08,3118,9422,21371,14666,8514,16259
2023-10-06 20:30:00+08,3118,9422,21371,14666,6717,18057
2023-10-06 20:45:00+08,3118,9422,21371,14666,6301,18473
2023-10-06 21:00:00+08,3118,9422,21371,14666,5415,19359
2023-10-06 21:15:00+08,3118,9422,21371,14666,5089,19685
2023-10-06 21:30:00+08,3118,9422,21371,14666,5694,19079
2023-10-06 21:45:00+08,3118,9422,21371,14666,6715,18059
2023-10-06 22:00:00+08,3118,9422,21371,14666,7526,17248
2023-10-06 22:15:00+08,3118,9422,21371,14666,7951,16823
2023-10-06 22:30:00+08,3118,9422,21371,14666,8264,16510
2023-10-06 22:45:00+08,3118,9422,21371,14666,8582,16192
2023-10-06 23:00:00+08,3118,9422,21371,14666,8696,16078
2023-10-06 23:15:00+08,3118,9422,21371,14666,8303,16471
2023-10-06 23:30:00+08,3118,9422,21371,14666,8856,15917
2023-10-06 23:45:00+08,3118,9422,21371,14666,9422,15351
2023-10-07 00:00:00+08,3118,9422,21371,14666,9294,15480
2023-10-07 00:15:00+08,2143,18172,22170,6440,8955,15978
2023-10-07 00:30:00+08,2143,18172,22170,6440,9086,16008
2023-10-07 00:45:00+08,2143,18172,22170,6440,8636,16287
2023-10-07 01:00:00+08,2143,18172,22170,6440,8529,16394
2023-10-07 01:15:00+08,2143,18172,22170,6440,8735,16188
2023-10-07 01:30:00+08,2143,18172,22170,6440,9049,15873
2023-10-07 01:45:00+08,2143,18172,22170,6440,9012,15911
2023-10-07 02:00:00+08,2143,18172,22170,6440,9242,15681
2023-10-07 02:15:00+08,2143,18172,22170,6440,9389,15533
2023-10-07 02:30:00+08,2143,18172,22170,6440,9369,15554
2023-10-07 02:45:00+08,2143,18172,22170,6440,9544,15554
2023-10-07 03:00:00+08,2143,18172,22170,6440,9754,15344
2023-10-07 03:15:00+08,2143,18172,22170,6440,9872,15225
2023-10-07 03:30:00+08,2143,18172,22170,6440,10008,15090
2023-10-07 03:45:00+08,2143,18172,22170,6440,9678,15420
2023-10-07 04:00:00+08,2143,18172,22170,6440,9402,15086
2023-10-07 04:15:00+08,2143,18172,22170,6440,8686,15802
2023-10-07 04:30:00+08,2143,18172,22170,6440,8404,16083
2023-10-07 04:45:00+08,2143,18172,22170,6440,8020,16467
2023-10-07 05:00:00+08,2143,18172,22170,6440,7126,17362
2023-10-07 05:15:00+08,2143,18172,22170,6440,6018,18470
2023-10-07 05:30:00+08,2143,18172,22170,6440,6175,18313
2023-10-07 05:45:00+08,2143,18172,22170,6440,5617,18870
2023-10-07 06:00:00+08,2143,18172,22170,6440,4766,19547
2023-10-07 06:15:00+08,2143,18172,22170,6440,3027,21286
2023-10-07 06:30:00+08,2143,18172,22170,6440,2143,22170
2023-10-07 06:45:00+08,2143,18172,22170,6440,2201,22112
2023-10-07 07:00:00+08,2143,18172,22170,6440,2350,21962
2023-10-07 07:15:00+08,2143,18172,22170,6440,2382,21931
2023-10-07 07:30:00+08,2143,18172,22170,6440,2440,21944
2023-10-07 07:45:00+08,2143,18172,22170,6440,2427,22028
2023-10-07 08:00:00+08,2143,18172,22170,6440,2507,21947
2023-10-07 08:15:00+08,2143,18172,22170,6440,2422,22033
2023-10-07 08:30:00+08,2143,18172,22170,6440,2989,21465
2023-10-07 08:45:00+08,2143,18172,22170,6440,3615,20839
2023-10-07 09:00:00+08,2143,18172,22170,6440,4821,19633
2023-10-07 09:15:00+08,2143,18172,22170,6440,5574,18966
2023-10-07 09:30:00+08,2143,18172,22170,6440,6046,18565
2023-10-07 09:45:00+08,2143,18172,22170,6440,7014,17598
2023-10-07 10:00:00+08,2143,18172,22170,6440,8097,16515
2023-10-07 10:15:00+08,2143,18172,22170,6440,9192,15420
2023-10-07 10:30:00+08,2143,18172,22170,6440,9518,15094
2023-10-07 10:45:00+08,2143,18172,22170,6440,10049,14563
2023-10-07 11:00:00+08,2143,18172,22170,6440,10666,13946
2023-10-07 11:15:00+08,2143,18172,22170,6440,10282,14330
2023-10-07 11:30:00+08,2143,18172,22170,6440,11439,13172
2023-10-07 11:45:00+08,2143,18172,22170,6440,14658,9954
2023-10-07 12:00:00+08,2143,18172,22170,6440,16004,8607
2023-10-07 12:15:00+08,2143,18172,22170,6440,17289,7323
2023-10-07 12:30:00+08,2143,18172,22170,6440,18172,6440
2023-10-07 12:45:00+08,2143,18172,22170,6440,17361,7250
2023-10-07 13:00:00+08,2143,18172,22170,6440,17694,6918
2023-10-07 13:15:00+08,2143,18172,22170,6440,15229,9383
2023-10-07 13:30:00+08,2143,18172,22170,6440,14637,9975
2023-10-07 13:45:00+08,2143,18172,22170,6440,13442,11258
2023-10-07 14:00:00+08,2143,18172,22170,6440,13036,11664
2023-10-07 14:15:00+08,2143,18172,22170,6440,12937,11675
2023-10-07 14:30:00+08,2143,18172,22170,6440,12054,12557
2023-10-07 14:45:00+08,2143,18172,22170,6440,10649,13963
2023-10-07 15:00:00+08,2143,18172,22170,6440,9620,14992
2023-10-07 15:15:00+08,2143,18172,22170,6440,8598,16014
2023-10-07 15:30:00+08,2143,18172,22170,6440,7893,16904
2023-10-07 15:45:00+08,2143,18172,22170,6440,7005,17791
2023-10-07 16:00:00+08,2143,18172,22170,6440,6872,17925
2023-10-07 16:15:00+08,2143,18172,22170,6440,6428,18368
2023-10-07 16:30:00+08,2143,18172,22170,6440,5888,18909
2023-10-07 16:45:00+08,2143,18172,22170,6440,5399,19398
2023-10-07 17:00:00+08,2143,18172,22170,6440,6396,18401
2023-10-07 17:15:00+08,2143,18172,22170,6440,6340,18627
2023-10-07 17:30:00+08,2143,18172,22170,6440,6145,18822
2023-10-07 17:45:00+08,2143,18172,22170,6440,5444,19522
2023-10-07 18:00:00+08,2143,18172,22170,6440,5019,19947
2023-10-07 18:15:00+08,2143,18172,22170,6440,5032,19934
2023-10-07 18:30:00+08,2143,18172,22170,6440,6312,18655
2023-10-07 18:45:00+08,2143,18172,22170,6440,7383,17583
2023-10-07 19:00:00+08,2143,18172,22170,6440,8415,16551
2023-10-07 19:15:00+08,2143,18172,22170,6440,9191,15775
2023-10-07 19:30:00+08,2143,18172,22170,6440,9580,15387
2023-10-07 19:45:00+08,2143,18172,22170,6440,9025,15942
2023-10-07 20:00:00+08,2143,18172,22170,6440,9314,15652
2023-10-07 20:15:00+08,2143,18172,22170,6440,9406,15561
2023-10-07 20:30:00+08,2143,18172,22170,6440,9133,15882
2023-10-07 20:45:00+08,2143,18172,22170,6440,8564,16450
2023-10-07 21:00:00+08,2143,18172,22170,6440,8465,16550
2023-10-07 21:15:00+08,2143,18172,22170,6440,8136,16879
2023-10-07 21:30:00+08,2143,18172,22170,6440,9004,16011
2023-10-07 21:45:00+08,2143,18172,22170,6440,10065,14950
2023-10-07 22:00:00+08,2143,18172,22170,6440,10661,14354
2023-10-07 22:15:00+08,2143,18172,22170,6440,10891,14124
2023-10-07 22:30:00+08,2143,18172,22170,6440,10975,14040
2023-10-07 22:45:00+08,2143,18172,22170,6440,10978,14036
2023-10-07 23:00:00+08,2143,18172,22170,6440,11249,13849
2023-10-07 23:15:00+08,2143,18172,22170,6440,11519,13579
2023-10-07 23:30:00+08,2143,18172,22170,6440,12525,12388
2023-10-07 23:45:00+08,2143,18172,22170,6440,13454,11460
2023-10-08 00:00:00+08,2143,18172,22170,6440,13528,11385
2023-10-08 00:15:00+08,4508,21796,19044,1683,13556,11076
2023-10-08 00:30:00+08,4508,21796,19044,1683,13125,11022
2023-10-08 00:45:00+08,4508,21796,19044,1683,13265,10882
2023-10-08 01:00:00+08,4508,21796,19044,1683,13461,10599
2023-10-08 01:15:00+08,4508,21796,19044,1683,13361,10699
2023-10-08 01:30:00+08,4508,21796,19044,1683,13313,10747
2023-10-08 01:45:00+08,4508,21796,19044,1683,13364,10696
2023-10-08 02:00:00+08,4508,21796,19044,1683,12892,10828
2023-10-08 02:15:00+08,4508,21796,19044,1683,12474,10746
2023-10-08 02:30:00+08,4508,21796,19044,1683,12039,11181
2023-10-08 02:45:00+08,4508,21796,19044,1683,11952,11268
2023-10-08 03:00:00+08,4508,21796,19044,1683,11840,11380
2023-10-08 03:15:00+08,4508,21796,19044,1683,11677,11543
2023-10-08 03:30:00+08,4508,21796,19044,1683,11772,11448
2023-10-08 03:45:00+08,4508,21796,19044,1683,11438,11782
2023-10-08 04:00:00+08,4508,21796,19044,1683,11305,11915
2023-10-08 04:15:00+08,4508,21796,19044,1683,10628,12593
2023-10-08 04:30:00+08,4508,21796,19044,1683,10472,12749
2023-10-08 04:45:00+08,4508,21796,19044,1683,10171,13049
2023-10-08 05:00:00+08,4508,21796,19044,1683,9777,13443
2023-10-08 05:15:00+08,4508,21796,19044,1683,8968,14253
2023-10-08 05:30:00+08,4508,21796,19044,1683,8929,14291
2023-10-08 05:45:00+08,4508,21796,19044,1683,8570,14650
2023-10-08 06:00:00+08,4508,21796,19044,1683,8048,15172
2023-10-08 06:15:00+08,4508,21796,19044,1683,6682,16611
2023-10-08 06:30:00+08,4508,21796,19044,1683,5766,17526
2023-10-08 06:45:00+08,4508,21796,19044,1683,6090,17202
2023-10-08 07:00:00+08,4508,21796,19044,1683,7351,15941
2023-10-08 07:15:00+08,4508,21796,19044,1683,8408,15069
2023-10-08 07:30:00+08,4508,21796,19044,1683,9900,13652
2023-10-08 07:45:00+08,4508,21796,19044,1683,10931,12622
2023-10-08 08:00:00+08,4508,21796,19044,1683,11736,11816
2023-10-08 08:15:00+08,4508,21796,19044,1683,12516,11036
2023-10-08 08:30:00+08,4508,21796,19044,1683,13986,9567
2023-10-08 08:45:00+08,4508,21796,19044,1683,15578,7974
2023-10-08 09:00:00+08,4508,21796,19044,1683,17437,6115
2023-10-08 09:15:00+08,4508,21796,19044,1683,18459,5093
2023-10-08 09:30:00+08,4508,21796,19044,1683,20462,3090
2023-10-08 09:45:00+08,4508,21796,19044,1683,20682,2871
2023-10-08 10:00:00+08,4508,21796,19044,1683,21796,1756
2023-10-08 10:15:00+08,4508,21796,19044,1683,21332,1749
2023-10-08 10:30:00+08,4508,21796,19044,1683,20870,2212
2023-10-08 10:45:00+08,4508,21796,19044,1683,21218,1863
2023-10-08 11:00:00+08,4508,21796,19044,1683,20819,2262
2023-10-08 11:15:00+08,4508,21796,19044,1683,18791,4290
2023-10-08 11:30:00+08,4508,21796,19044,1683,19481,3601
2023-10-08 11:45:00+08,4508,21796,19044,1683,20948,2133
2023-10-08 12:00:00+08,4508,21796,19044,1683,20260,2822
2023-10-08 12:15:00+08,4508,21796,19044,1683,21398,1683
2023-10-08 12:30:00+08,4508,21796,19044,1683,20462,2620
2023-10-08 12:45:00+08,4508,21796,19044,1683,18665,4417
2023-10-08 13:00:00+08,4508,21796,19044,1683,17349,5881
2023-10-08 13:15:00+08,4508,21796,19044,1683,16184,7368
2023-10-08 13:30:00+08,4508,21796,19044,1683,15269,8283
2023-10-08 13:45:00+08,4508,21796,19044,1683,13772,9780
2023-10-08 14:00:00+08,4508,21796,19044,1683,12811,10742
2023-10-08 14:15:00+08,4508,21796,19044,1683,12314,11239
2023-10-08 14:30:00+08,4508,21796,19044,1683,11373,12179
2023-10-08 14:45:00+08,4508,21796,19044,1683,9642,13911
2023-10-08 15:00:00+08,4508,21796,19044,1683,8362,15190
2023-10-08 15:15:00+08,4508,21796,19044,1683,6417,17135
2023-10-08 15:30:00+08,4508,21796,19044,1683,5532,18020
2023-10-08 15:45:00+08,4508,21796,19044,1683,4508,19044
2023-10-08 16:00:00+08,4508,21796,19044,1683,4675,18877
2023-10-08 16:15:00+08,4508,21796,19044,1683,4679,18873
2023-10-08 16:30:00+08,4508,21796,19044,1683,4556,18996
2023-10-08 16:45:00+08,4508,21796,19044,1683,4520,19032
2023-10-08 17:00:00+08,4508,21796,19044,1683,4567,18985
2023-10-08 17:15:00+08,4508,21796,19044,1683,4866,18686
2023-10-08 17:30:00+08,4508,21796,19044,1683,5592,17960
2023-10-08 17:45:00+08,4508,21796,19044,1683,5111,18441
2023-10-08 18:00:00+08,4508,21796,19044,1683,4876,18676
2023-10-08 18:15:00+08,4508,21796,19044,1683,5367,18185
2023-10-08 18:30:00+08,4508,21796,19044,1683,5860,17693
2023-10-08 18:45:00+08,4508,21796,19044,1683,6471,17081
2023-10-08 19:00:00+08,4508,21796,19044,1683,7166,16386
2023-10-08 19:15:00+08,4508,21796,19044,1683,7541,16011
2023-10-08 19:30:00+08,4508,21796,19044,1683,9048,15114
2023-10-08 19:45:00+08,4508,21796,19044,1683,9244,14918
2023-10-08 20:00:00+08,4508,21796,19044,1683,9732,14430
2023-10-08 20:15:00+08,4508,21796,19044,1683,9392,14770
2023-10-08 20:30:00+08,4508,21796,19044,1683,9142,15021
2023-10-08 20:45:00+08,4508,21796,19044,1683,8869,15293
2023-10-08 21:00:00+08,4508,21796,19044,1683,8718,15444
2023-10-08 21:15:00+08,4508,21796,19044,1683,8705,15457
2023-10-08 21:30:00+08,4508,21796,19044,1683,9367,14795
2023-10-08 21:45:00+08,4508,21796,19044,1683,10288,13875
2023-10-08 22:00:00+08,4508,21796,19044,1683,10983,13180
2023-10-08 22:15:00+08,4508,21796,19044,1683,10583,13579
2023-10-08 22:30:00+08,4508,21796,19044,1683,10655,13507
2023-10-08 22:45:00+08,4508,21796,19044,1683,10389,13773
2023-10-08 23:00:00+08,4508,21796,19044,1683,10413,13749
2023-10-08 23:15:00+08,4508,21796,19044,1683,10042,14121
2023-10-08 23:30:00+08,4508,21796,19044,1683,10646,13517
2023-10-08 23:45:00+08,4508,21796,19044,1683,10701,13461
2023-10-09 00:00:00+08,4508,21796,19044,1683,10995,13167
2023-10-09 00:15:00+08,5475,21033,16202,-646,9598,14071
2023-10-09 00:30:00+08,5475,21033,16202,-646,9398,13021
2023-10-09 00:45:00+08,5475,21033,16202,-646,10309,12422
2023-10-09 01:00:00+08,5475,21033,16202,-646,10316,12483
2023-10-09 01:15:00+08,5475,21033,16202,-646,10715,11688
2023-10-09 01:30:00+08,5475,21033,16202,-646,10029,12259
2023-10-09 01:45:00+08,5475,21033,16202,-646,9884,12396
2023-10-09 02:00:00+08,5475,21033,16202,-646,10079,12200
2023-10-09 02:15:00+08,5475,21033,16202,-646,9761,12496
2023-10-09 02:30:00+08,5475,21033,16202,-646,10330,11595
2023-10-09 02:45:00+08,5475,21033,16202,-646,10095,11582
2023-10-09 03:00:00+08,5475,21033,16202,-646,10554,11124
2023-10-09 03:15:00+08,5475,21033,16202,-646,11057,10620
2023-10-09 03:30:00+08,5475,21033,16202,-646,11066,10612
2023-10-09 03:45:00+08,5475,21033,16202,-646,11204,10474
2023-10-09 04:00:00+08,5475,21033,16202,-646,11585,10093
2023-10-09 04:15:00+08,5475,21033,16202,-646,11608,10070
2023-10-09 04:30:00+08,5475,21033,16202,-646,11209,10469
2023-10-09 04:45:00+08,5475,21033,16202,-646,11197,10480
2023-10-09 05:00:00+08,5475,21033,16202,-646,11042,10635
2023-10-09 05:15:00+08,5475,21033,16202,-646,9525,12153
2023-10-09 05:30:00+08,5475,21033,16202,-646,9603,12075
2023-10-09 05:45:00+08,5475,21033,16202,-646,8829,12931
2023-10-09 06:00:00+08,5475,21033,16202,-646,8180,13580
2023-10-09 06:15:00+08,5475,21033,16202,-646,6539,15221
2023-10-09 06:30:00+08,5475,21033,16202,-646,5475,16202
2023-10-09 06:45:00+08,5475,21033,16202,-646,6037,15465
2023-10-09 07:00:00+08,5475,21033,16202,-646,7131,14371
2023-10-09 07:15:00+08,5475,21033,16202,-646,8462,13041
2023-10-09 07:30:00+08,5475,21033,16202,-646,9362,11960
2023-10-09 07:45:00+08,5475,21033,16202,-646,10650,10673
2023-10-09 08:00:00+08,5475,21033,16202,-646,11735,9588
