时间,华北来电(MW),银东直流(MW),鲁固直流(MW),昭沂直流(MW)
2023-10-05 03:30:00+08,5382.616,408.691,3073.73,2464.762
2023-10-05 03:45:00+08,5354.198,409.424,3036.804,2461.826
2023-10-05 04:00:00+08,5417.614,409.912,3043.823,2473.397
2023-10-05 04:15:00+08,5358.107,0.0,3029.48,2324.984
2023-10-05 04:30:00+08,5229.788,0.0,3092.041,2325.083
2023-10-05 04:45:00+08,5419.455,0.0,3100.891,2325.195
2023-10-05 05:00:00+08,5343.89,0.0,3023.376,2325.505
2023-10-05 05:15:00+08,5770.452,0.0,2806.702,2325.411
2023-10-05 05:30:00+08,5733.098,0.0,3103.027,2256.348
2023-10-05 05:45:00+08,5750.871,0.0,3399.353,2187.385
2023-10-05 06:00:00+08,5965.706,0.0,3697.205,2118.659
2023-10-05 06:15:00+08,5982.019,0.0,4005.127,2045.946
2023-10-05 06:30:00+08,5932.215,0.0,4006.958,2046.207
2023-10-05 06:45:00+08,5759.021,0.0,4008.179,2045.797
2023-10-05 07:00:00+08,6114.694,0.0,4006.653,2046.05
2023-10-05 07:15:00+08,6592.41,0.0,4003.906,2045.888
2023-10-05 07:30:00+08,6948.855,0.0,4006.653,2045.678
2023-10-05 07:45:00+08,7243.823,0.0,4006.653,2045.888
2023-10-05 08:00:00+08,8028.553,0.0,4006.348,2046.604
2023-10-05 08:15:00+08,8556.863,0.0,4005.432,2045.836
2023-10-05 08:30:00+08,9095.963,0.0,4004.822,2043.219
2023-10-05 08:45:00+08,8995.023,0.0,4005.432,2040.181
2023-10-05 09:00:00+08,10112.064,0.0,4004.822,2037.119
2023-10-05 09:15:00+08,9907.476,0.0,4006.653,2031.966
2023-10-05 09:30:00+08,9685.139,0.0,4006.348,2033.675
2023-10-05 09:45:00+08,9975.73,0.0,4007.874,2035.756
2023-10-05 10:00:00+08,9587.831,0.0,4006.348,2037.777
2023-10-05 10:15:00+08,9613.103,0.0,4005.432,2040.208
2023-10-05 10:30:00+08,9621.527,0.0,3709.717,2071.39
2023-10-05 10:45:00+08,9432.448,0.0,3411.56,2102.844
2023-10-05 11:00:00+08,9374.457,0.0,3117.676,2133.017
2023-10-05 11:15:00+08,8839.105,0.0,2803.955,2169.725
2023-10-05 11:30:00+08,8168.09,0.0,2805.481,2169.354
2023-10-05 11:45:00+08,7787.631,0.0,2806.396,2169.302
2023-10-05 12:00:00+08,7024.397,0.0,2806.396,2169.346
2023-10-05 12:15:00+08,6854.103,0.0,2805.481,2169.515
2023-10-05 12:30:00+08,6881.496,0.0,2805.176,2170.668
2023-10-05 12:45:00+08,6983.239,0.0,2804.871,2173.071
2023-10-05 13:00:00+08,7124.403,0.0,2805.176,2175.283
2023-10-05 13:15:00+08,6751.115,405.029,2805.176,2179.293
2023-10-05 13:30:00+08,6998.088,405.273,3104.248,2147.907
2023-10-05 13:45:00+08,6999.933,407.715,3405.457,2116.652
2023-10-05 14:00:00+08,7075.538,406.494,3701.477,2085.845
2023-10-05 14:15:00+08,7231.853,410.889,4005.127,1926.433
2023-10-05 14:30:00+08,7672.213,406.25,4006.348,1932.616
2023-10-05 14:45:00+08,7485.378,407.959,4005.432,2028.916
2023-10-05 15:00:00+08,7435.048,407.227,4006.348,2100.536
2023-10-05 15:15:00+08,7232.27,410.889,4006.653,2099.703
2023-10-05 15:30:00+08,7354.671,410.4,4006.958,2096.212
2023-10-05 15:45:00+08,7429.975,408.691,4006.042,2042.149
2023-10-05 16:00:00+08,7718.032,406.494,4008.484,2038.307
2023-10-05 16:15:00+08,8496.146,408.203,4006.958,2032.056
2023-10-05 16:30:00+08,8985.176,409.424,4006.958,2024.759
2023-10-05 16:45:00+08,9366.757,549.805,4006.042,2017.598
2023-10-05 17:00:00+08,10783.721,549.561,4008.789,2011.103
2023-10-05 17:15:00+08,11091.51,698.486,4007.568,2001.084
2023-10-05 17:30:00+08,10978.971,698.486,4006.958,2007.234
2023-10-05 17:45:00+08,11091.063,698.975,4008.484,2013.207
2023-10-05 18:00:00+08,10909.558,846.191,4007.874,2019.059
2023-10-05 18:15:00+08,10690.772,846.68,4108.582,2075.545
2023-10-05 18:30:00+08,10804.572,995.605,4102.173,2025.721
2023-10-05 18:45:00+08,10557.809,997.559,4085.999,2074.87
2023-10-05 19:00:00+08,10747.959,502.93,4078.369,2074.004
2023-10-05 19:15:00+08,10896.498,501.709,4065.552,2072.104
2023-10-05 19:30:00+08,10561.005,501.953,4008.484,2075.016
2023-10-05 19:45:00+08,10229.83,501.709,4007.568,2077.623
2023-10-05 20:00:00+08,10180.448,501.953,4008.179,2081.224
2023-10-05 20:15:00+08,9262.93,501.709,4012.146,2087.067
2023-10-05 20:30:00+08,9148.214,503.174,4006.348,2011.962
2023-10-05 20:45:00+08,8477.897,501.953,4008.484,2121.647
2023-10-05 21:00:00+08,8094.057,501.709,4007.263,2139.858
2023-10-05 21:15:00+08,8060.678,501.465,4007.874,2105.865
2023-10-05 21:30:00+08,7823.954,502.686,4008.789,2078.696
2023-10-05 21:45:00+08,7930.951,0.0,4006.653,2075.201
2023-10-05 22:00:00+08,7958.249,0.0,4008.179,2052.947
2023-10-05 22:15:00+08,7351.747,0.0,4006.958,2052.751
2023-10-05 22:30:00+08,7074.14,0.0,3709.106,2115.383
2023-10-05 22:45:00+08,6361.432,410.4,3405.457,2177.294
2023-10-05 23:00:00+08,5809.937,408.203,3108.826,2239.378
2023-10-05 23:15:00+08,5485.271,406.25,2806.396,2301.468
2023-10-05 23:30:00+08,5777.122,408.936,2805.481,1934.548
2023-10-05 23:45:00+08,5671.283,406.738,2805.176,1466.926
2023-10-06 00:00:00+08,5704.821,408.447,2804.871,1003.023
2023-10-06 00:15:00+08,5673.221,777.588,2807.312,1002.961
2023-10-06 00:30:00+08,5450.658,1153.076,2805.481,0.007
2023-10-06 00:45:00+08,6233.716,1529.541,2805.786,0.0
2023-10-06 01:00:00+08,5840.088,1906.25,2807.312,0.0
2023-10-06 01:15:00+08,5972.272,2280.762,2806.396,0.0
2023-10-06 01:30:00+08,6091.593,2658.691,2807.922,0.0
2023-10-06 01:45:00+08,5959.785,2660.889,2806.702,0.0
2023-10-06 02:00:00+08,5926.411,2659.912,2806.091,0.0
2023-10-06 02:15:00+08,5962.433,2660.4,2807.312,0.0
2023-10-06 02:30:00+08,5951.79,2658.691,2805.786,0.0
2023-10-06 02:45:00+08,5721.173,2660.156,2807.617,0.0
2023-10-06 03:00:00+08,5890.142,2660.889,2807.007,0.0
2023-10-06 03:15:00+08,5955.439,2658.936,2806.091,0.0
2023-10-06 03:30:00+08,5929.045,2659.18,2806.396,0.0
2023-10-06 03:45:00+08,5986.909,2659.424,2806.396,0.0
2023-10-06 04:00:00+08,6142.676,2661.377,2806.396,0.0
2023-10-06 04:15:00+08,6082.219,2657.959,2805.786,0.0
2023-10-06 04:30:00+08,5751.079,2659.18,2806.091,0.0
2023-10-06 04:45:00+08,6113.932,2661.133,2807.312,0.0
2023-10-06 05:00:00+08,5940.323,2662.842,2805.786,0.0
2023-10-06 05:15:00+08,5999.691,2658.936,2806.396,0.0
2023-10-06 05:30:00+08,6003.211,2925.781,3102.722,0.0
2023-10-06 05:45:00+08,5833.361,3009.277,3400.574,0.0
2023-10-06 06:00:00+08,6024.01,3008.545,3694.153,0.0
2023-10-06 06:15:00+08,6034.29,3007.813,4006.348,0.0
2023-10-06 06:30:00+08,5693.424,3009.521,4007.263,0.0
2023-10-06 06:45:00+08,5971.826,3008.057,4006.348,0.0
2023-10-06 07:00:00+08,6050.339,3008.789,4006.653,0.0
2023-10-06 07:15:00+08,6518.122,3008.545,4005.432,0.0
2023-10-06 07:30:00+08,7071.192,3007.568,4006.042,0.0
2023-10-06 07:45:00+08,7271.715,3008.545,4006.042,0.0
2023-10-06 08:00:00+08,7923.937,3006.836,4006.653,0.0
2023-10-06 08:15:00+08,8587.025,3008.057,4004.822,0.0
2023-10-06 08:30:00+08,8792.601,3008.301,4007.263,0.0
2023-10-06 08:45:00+08,9515.521,3008.057,4004.822,0.0
2023-10-06 09:00:00+08,9755.813,3008.057,4004.517,0.0
2023-10-06 09:15:00+08,9753.888,3009.521,4004.211,0.0
2023-10-06 09:30:00+08,9593.468,3009.521,4004.517,0.0
2023-10-06 09:45:00+08,9750.832,3008.789,4006.653,0.0
2023-10-06 10:00:00+08,9377.837,3007.813,4006.653,0.0
2023-10-06 10:15:00+08,9469.341,3007.324,4007.568,0.0
2023-10-06 10:30:00+08,9371.539,3009.766,3710.022,0.0
2023-10-06 10:45:00+08,9504.964,3006.836,3414.612,0.0
2023-10-06 11:00:00+08,9469.762,3006.836,3117.065,0.0
2023-10-06 11:15:00+08,8463.713,2768.555,2804.871,0.0
2023-10-06 11:30:00+08,8193.71,2769.287,2804.871,0.0
2023-10-06 11:45:00+08,7471.084,2768.066,2805.481,0.0
2023-10-06 12:00:00+08,7094.24,2770.508,2804.871,0.0
2023-10-06 12:15:00+08,6883.419,2767.09,2804.871,0.0
2023-10-06 12:30:00+08,6950.784,2769.287,2804.26,0.0
2023-10-06 12:45:00+08,6712.952,2768.555,2803.955,0.0
2023-10-06 13:00:00+08,7165.893,2767.334,2806.091,0.0
2023-10-06 13:15:00+08,6701.766,2767.09,2804.26,0.0
2023-10-06 13:30:00+08,6870.433,3006.592,3103.943,0.0
2023-10-06 13:45:00+08,7042.926,3009.521,3403.32,0.0
2023-10-06 14:00:00+08,7431.693,3007.568,3700.562,0.0
2023-10-06 14:15:00+08,7198.651,3009.766,4002.075,0.0
2023-10-06 14:30:00+08,7173.473,3009.033,4007.568,0.0
2023-10-06 14:45:00+08,7212.207,3006.592,4006.348,0.0
2023-10-06 15:00:00+08,7187.015,3008.545,4007.568,0.0
2023-10-06 15:15:00+08,7134.723,3008.057,4007.568,0.0
2023-10-06 15:30:00+08,7345.212,3008.545,4005.737,0.0
2023-10-06 15:45:00+08,7439.82,3010.254,4007.263,0.0
2023-10-06 16:00:00+08,7548.962,3008.545,4004.517,0.0
2023-10-06 16:15:00+08,8308.033,3006.592,4007.568,0.0
2023-10-06 16:30:00+08,8864.893,3008.301,4009.094,0.0
2023-10-06 16:45:00+08,9358.1,3006.836,4006.653,0.0
2023-10-06 17:00:00+08,11225.101,3008.057,4008.789,0.0
2023-10-06 17:15:00+08,11667.213,3007.568,4040.833,0.0
2023-10-06 17:30:00+08,12089.283,3008.545,4023.132,0.0
2023-10-06 17:45:00+08,11931.884,3008.301,4013.977,0.0
2023-10-06 18:00:00+08,11376.787,3010.01,4008.789,0.0
2023-10-06 18:15:00+08,10775.473,3009.033,4005.127,0.0
2023-10-06 18:30:00+08,10970.17,3008.301,4003.906,0.0
2023-10-06 18:45:00+08,11023.309,3008.301,4000.549,0.0
2023-10-06 19:00:00+08,10982.904,3007.568,4001.465,0.0
2023-10-06 19:15:00+08,10718.325,3009.033,4001.465,0.0
2023-10-06 19:30:00+08,10839.365,3008.057,3997.498,0.063
2023-10-06 19:45:00+08,10168.688,2995.361,3997.192,0.0
2023-10-06 20:00:00+08,10282.604,2992.432,3995.972,0.0
2023-10-06 20:15:00+08,9652.762,2985.107,3997.192,0.0
2023-10-06 20:30:00+08,9077.516,2746.582,3995.972,0.0
2023-10-06 20:45:00+08,8619.594,2995.361,3996.277,0.0
2023-10-06 21:00:00+08,8058.904,2992.432,3995.667,0.0
2023-10-06 21:15:00+08,7922.644,2992.92,3996.582,0.0
2023-10-06 21:30:00+08,8136.181,2990.967,3995.972,0.0
2023-10-06 21:45:00+08,7921.695,2991.211,3995.667,0.0
2023-10-06 22:00:00+08,7754.5,3008.057,3996.277,0.0
2023-10-06 22:15:00+08,7550.918,3008.057,3995.972,0.0
2023-10-06 22:30:00+08,7014.293,3007.568,3698.12,0.0
2023-10-06 22:45:00+08,6768.551,3009.277,3396.606,0.0
2023-10-06 23:00:00+08,6154.171,2943.115,3099.67,0.0
2023-10-06 23:15:00+08,5712.134,2669.434,2798.157,0.0
2023-10-06 23:30:00+08,5876.914,2669.189,2797.546,0.0
2023-10-06 23:45:00+08,6031.773,2670.654,2796.326,0.0
2023-10-07 00:00:00+08,5864.432,2668.701,2797.546,0.0
2023-10-07 00:15:00+08,5918.269,2658.447,2797.852,0.0
2023-10-07 00:30:00+08,6140.215,2660.645,2798.767,0.0
2023-10-07 00:45:00+08,5916.643,2660.4,2799.683,0.0
2023-10-07 01:00:00+08,5980.439,2658.691,2798.462,0.0
2023-10-07 01:15:00+08,5968.361,2660.645,2797.852,0.0
2023-10-07 01:30:00+08,5848.074,2659.424,2799.377,0.0
2023-10-07 01:45:00+08,5926.368,2659.912,2798.157,0.0
2023-10-07 02:00:00+08,6003.063,2659.424,2798.767,0.0
2023-10-07 02:15:00+08,5922.801,2659.18,2798.157,0.0
2023-10-07 02:30:00+08,5758.996,2661.377,2798.462,0.0
2023-10-07 02:45:00+08,5716.905,2660.156,2798.462,0.0
2023-10-07 03:00:00+08,5966.686,2660.156,2799.072,0.0
2023-10-07 03:15:00+08,5847.437,2659.912,2798.767,0.0
2023-10-07 03:30:00+08,5963.971,2658.936,2798.767,0.0
2023-10-07 03:45:00+08,5881.186,2659.424,2798.767,0.0
2023-10-07 04:00:00+08,6066.179,2658.447,2798.157,0.0
2023-10-07 04:15:00+08,5886.267,2658.203,2814.026,0.0
2023-10-07 04:30:00+08,6162.096,2659.18,2815.857,0.0
2023-10-07 04:45:00+08,5818.921,2660.156,2816.467,0.0
2023-10-07 05:00:00+08,6087.591,2660.645,2817.078,0.0
2023-10-07 05:15:00+08,5672.1,2660.156,2817.688,0.0
2023-10-07 05:30:00+08,5893.206,2924.561,3106.689,0.0
2023-10-07 05:45:00+08,6032.185,3009.521,3403.015,0.0
2023-10-07 06:00:00+08,5970.751,3008.545,3699.341,0.0
2023-10-07 06:15:00+08,6044.937,3007.568,3995.361,0.0
2023-10-07 06:30:00+08,5849.137,3007.324,3995.056,0.0
2023-10-07 06:45:00+08,5866.633,3009.521,3995.667,0.0
2023-10-07 07:00:00+08,5943.624,3009.766,3993.835,0.0
2023-10-07 07:15:00+08,6712.459,3009.033,3994.446,0.0
2023-10-07 07:30:00+08,6858.037,3008.057,3994.446,0.0
2023-10-07 07:45:00+08,7382.73,3008.301,3993.225,0.0
2023-10-07 08:00:00+08,8171.446,3007.324,3992.004,0.0
2023-10-07 08:15:00+08,8491.448,3008.545,3997.498,0.0
2023-10-07 08:30:00+08,8934.222,3009.033,3994.751,0.0
2023-10-07 08:45:00+08,9083.798,3008.545,3994.751,0.0
2023-10-07 09:00:00+08,9642.445,3008.545,3994.751,0.0
2023-10-07 09:15:00+08,9518.389,3008.789,3995.361,0.0
2023-10-07 09:30:00+08,9398.246,3007.568,3994.446,0.0
2023-10-07 09:45:00+08,9659.796,3007.568,3997.498,0.0
2023-10-07 10:00:00+08,9218.764,3010.498,3995.361,0.0
2023-10-07 10:15:00+08,9676.771,3009.521,3996.887,0.0
2023-10-07 10:30:00+08,9289.442,3008.789,3699.646,0.0
2023-10-07 10:45:00+08,9393.216,3009.766,3404.236,0.0
2023-10-07 11:00:00+08,9088.165,3007.813,3109.131,0.0
2023-10-07 11:15:00+08,8640.176,2769.287,2796.326,0.0
2023-10-07 11:30:00+08,7177.785,2769.775,2798.157,0.0
2023-10-07 11:45:00+08,8414.912,2770.02,2797.852,0.0
2023-10-07 12:00:00+08,7476.77,2768.311,2797.546,0.0
2023-10-07 12:15:00+08,7870.094,2767.822,2796.936,0.0
2023-10-07 12:30:00+08,8297.244,2769.043,2797.546,0.0
2023-10-07 12:45:00+08,8483.559,2768.799,2797.241,0.0
2023-10-07 13:00:00+08,8812.683,2767.822,2798.157,0.0
2023-10-07 13:15:00+08,8229.999,2769.043,2797.241,0.0
2023-10-07 13:30:00+08,7411.186,3008.057,3096.008,0.0
2023-10-07 13:45:00+08,6885.086,3007.08,3394.165,0.0
2023-10-07 14:00:00+08,6917.492,3008.545,3691.406,0.0
2023-10-07 14:15:00+08,7335.571,3008.301,3995.667,0.0
2023-10-07 14:30:00+08,7359.301,3008.545,3995.667,0.0
2023-10-07 14:45:00+08,7110.453,3009.033,3994.446,0.0
2023-10-07 15:00:00+08,7033.501,3009.033,3996.887,0.0
2023-10-07 15:15:00+08,7268.336,3009.521,3993.835,0.0
2023-10-07 15:30:00+08,7319.337,3008.545,3996.277,0.0
2023-10-07 15:45:00+08,7370.404,3008.057,3994.141,0.0
2023-10-07 16:00:00+08,7627.69,3009.521,3996.582,0.0
2023-10-07 16:15:00+08,8243.331,3008.301,3996.582,0.0
2023-10-07 16:30:00+08,8760.51,3008.057,3992.92,0.0
2023-10-07 16:45:00+08,9318.897,3008.545,3996.277,0.0
2023-10-07 17:00:00+08,11144.964,3007.324,3992.92,0.0
2023-10-07 17:15:00+08,11624.613,3008.789,4026.794,0.0
2023-10-07 17:30:00+08,11917.023,3007.568,4028.931,0.0
2023-10-07 17:45:00+08,11880.494,3008.301,4032.593,0.0
2023-10-07 18:00:00+08,11397.209,3008.301,4038.086,0.0
2023-10-07 18:15:00+08,11014.137,3008.545,4029.541,0.0
2023-10-07 18:30:00+08,10748.183,3007.08,4030.457,0.0
2023-10-07 18:45:00+08,10975.146,3008.545,4034.424,0.0
2023-10-07 19:00:00+08,10696.906,3007.324,4035.95,0.0
2023-10-07 19:15:00+08,10698.271,3008.057,4038.086,0.0
2023-10-07 19:30:00+08,11000.591,3007.568,4039.917,0.0
2023-10-07 19:45:00+08,10320.343,2896.484,3995.361,0.0
2023-10-07 20:00:00+08,10207.443,2898.682,3995.972,0.0
2023-10-07 20:15:00+08,9720.348,2994.141,3995.361,0.0
2023-10-07 20:30:00+08,9283.271,2760.498,3997.498,0.0
2023-10-07 20:45:00+08,8669.97,3011.23,3998.108,0.0
2023-10-07 21:00:00+08,8288.25,2781.494,3997.192,0.0
2023-10-07 21:15:00+08,8176.962,2781.006,3996.887,0.0
2023-10-07 21:30:00+08,8387.321,2781.982,3995.667,0.0
2023-10-07 21:45:00+08,8323.72,2781.494,3996.887,0.0
2023-10-07 22:00:00+08,8108.352,2779.297,3995.361,0.0
2023-10-07 22:15:00+08,7626.857,2879.395,3996.582,0.0
2023-10-07 22:30:00+08,7211.313,2869.873,3695.984,0.0
2023-10-07 22:45:00+08,6567.75,2880.859,3398.438,0.0
2023-10-07 23:00:00+08,5888.449,2943.115,3099.976,0.0
2023-10-07 23:15:00+08,5822.363,2669.189,2797.241,0.0
2023-10-07 23:30:00+08,6118.337,2668.945,2797.546,0.0
2023-10-07 23:45:00+08,6243.959,2668.945,2797.546,0.0
2023-10-08 00:00:00+08,5847.789,2669.922,2797.241,0.0
2023-10-08 00:15:00+08,5879.48,2719.971,2798.157,0.0
2023-10-08 00:30:00+08,5966.471,2721.924,2796.631,0.0
2023-10-08 00:45:00+08,5673.528,2729.492,2796.631,0.0
2023-10-08 01:00:00+08,5769.757,2743.408,2797.241,0.0
2023-10-08 01:15:00+08,5708.462,2749.756,2797.546,0.0
2023-10-08 01:30:00+08,5597.314,2757.813,2797.241,0.0
2023-10-08 01:45:00+08,5699.297,2769.531,2797.852,0.0
2023-10-08 02:00:00+08,5577.135,2770.264,2797.852,0.0
2023-10-08 02:15:00+08,5743.353,2775.635,2797.546,0.0
2023-10-08 02:30:00+08,5691.913,2789.063,2798.462,0.0
2023-10-08 02:45:00+08,5913.982,2592.529,2798.462,0.0
2023-10-08 03:00:00+08,5867.501,2591.553,2798.462,0.0
2023-10-08 03:15:00+08,6122.514,2499.023,2798.157,0.0
2023-10-08 03:30:00+08,5954.948,2500.488,2797.546,0.0
2023-10-08 03:45:00+08,5972.164,2597.9,2796.631,0.0
2023-10-08 04:00:00+08,5875.715,2599.365,2797.546,0.0
2023-10-08 04:15:00+08,5927.806,2592.285,2797.241,0.0
2023-10-08 04:30:00+08,6063.77,2593.75,2796.936,0.0
2023-10-08 04:45:00+08,5827.063,2592.529,2796.631,0.0
2023-10-08 05:00:00+08,5757.961,2591.553,2796.936,0.0
2023-10-08 05:15:00+08,5682.641,2576.66,2798.157,0.0
2023-10-08 05:30:00+08,5793.719,2825.928,3099.365,0.0
2023-10-08 05:45:00+08,5925.294,3006.104,3394.47,0.0
2023-10-08 06:00:00+08,5827.788,3007.324,3691.406,0.0
2023-10-08 06:15:00+08,5927.228,3008.789,3996.887,0.0
2023-10-08 06:30:00+08,5811.388,3008.545,3996.887,0.0
2023-10-08 06:45:00+08,5874.364,3008.301,3995.667,0.0
2023-10-08 07:00:00+08,5949.581,3008.789,3998.108,0.0
2023-10-08 07:15:00+08,6563.82,3008.789,3997.803,0.0
2023-10-08 07:30:00+08,7137.956,3007.568,3994.141,0.0
2023-10-08 07:45:00+08,7660.758,3008.789,3996.582,0.0
2023-10-08 08:00:00+08,8245.714,3008.301,3996.582,0.012
2023-10-08 08:15:00+08,8370.145,3009.521,3997.498,0.011
2023-10-08 08:30:00+08,8946.846,3007.813,3996.582,0.022
2023-10-08 08:45:00+08,9250.354,3008.301,3995.056,0.636
2023-10-08 09:00:00+08,9694.768,3007.324,3991.089,0.011
2023-10-08 09:15:00+08,9773.291,3008.545,3995.667,0.074
2023-10-08 09:30:00+08,9884.653,3010.498,3995.056,0.454
2023-10-08 09:45:00+08,9635.662,3007.813,3994.446,0.012
2023-10-08 10:00:00+08,9520.363,3009.277,3994.141,0.012
2023-10-08 10:15:00+08,9598.361,3006.836,3994.751,0.012
2023-10-08 10:30:00+08,9041.529,3008.301,3696.899,0.012
2023-10-08 10:45:00+08,9367.446,3007.08,3398.132,0.012
2023-10-08 11:00:00+08,9283.4,2831.787,3099.06,0.012
2023-10-08 11:15:00+08,8276.971,3006.348,2795.41,0.007
2023-10-08 11:30:00+08,7530.142,3007.813,2796.021,0.006
2023-10-08 11:45:00+08,7335.381,3005.859,2796.631,1001.369
2023-10-08 12:00:00+08,6340.5,3007.08,2796.326,1000.088
2023-10-08 12:15:00+08,6396.167,3007.813,2796.021,999.171
2023-10-08 12:30:00+08,6605.447,3007.08,2796.326,999.985
2023-10-08 12:45:00+08,6780.381,3008.545,2796.631,999.91
2023-10-08 13:00:00+08,6604.919,3010.01,2795.41,1000.621
2023-10-08 13:15:00+08,6788.845,2998.779,2796.021,1000.029
2023-10-08 13:30:00+08,6985.732,3008.301,3092.041,1000.056
2023-10-08 13:45:00+08,7040.158,3010.254,3389.893,999.916
2023-10-08 14:00:00+08,7119.748,3007.813,3686.829,1000.081
2023-10-08 14:15:00+08,7782.425,3007.568,3995.361,1000.314
2023-10-08 14:30:00+08,8131.565,3008.057,3995.361,999.621
2023-10-08 14:45:00+08,8123.564,3005.615,3996.277,1003.929
2023-10-08 15:00:00+08,7593.702,3010.254,3996.582,1004.252
2023-10-08 15:15:00+08,7080.298,3009.521,3995.972,1002.693
2023-10-08 15:30:00+08,7372.909,3008.057,3995.972,1001.257
2023-10-08 15:45:00+08,7425.186,3008.789,3995.972,1000.466
2023-10-08 16:00:00+08,7405.582,3007.568,3996.277,1000.309
2023-10-08 16:15:00+08,8057.952,3007.568,3994.446,1001.142
2023-10-08 16:30:00+08,8703.145,3008.057,3996.887,999.995
2023-10-08 16:45:00+08,9233.315,3007.813,3995.361,1101.205
2023-10-08 17:00:00+08,9780.359,3008.545,3997.498,1101.265
2023-10-08 17:15:00+08,9954.978,3008.545,3996.277,1201.491
2023-10-08 17:30:00+08,10833.171,3008.789,3995.972,1201.453
2023-10-08 17:45:00+08,10697.884,3008.545,3994.751,1002.051
2023-10-08 18:00:00+08,10836.484,3007.324,3995.667,1004.019
2023-10-08 18:15:00+08,10915.31,3007.568,3997.498,1003.809
2023-10-08 18:30:00+08,10472.165,3007.324,3991.394,1004.653
2023-10-08 18:45:00+08,9739.034,3009.766,3996.582,1004.371
2023-10-08 19:00:00+08,9819.996,3004.883,3995.667,1004.033
2023-10-08 19:15:00+08,9956.368,3007.568,3995.667,1003.437
2023-10-08 19:30:00+08,10134.13,3008.057,3996.887,1003.013
2023-10-08 19:45:00+08,10124.633,3008.057,3995.361,1003.549
2023-10-08 20:00:00+08,10066.309,3009.766,3997.803,1002.782
2023-10-08 20:15:00+08,9789.912,3008.301,3995.361,1002.991
2023-10-08 20:30:00+08,9109.8,3007.324,3995.361,1002.972
2023-10-08 20:45:00+08,8537.199,3007.813,3995.361,1003.396
2023-10-08 21:00:00+08,7717.665,3006.348,3994.141,1004.093
2023-10-08 21:15:00+08,8012.421,3009.766,3995.667,1003.261
2023-10-08 21:30:00+08,7732.019,3006.836,3996.277,1003.193
2023-10-08 21:45:00+08,7636.372,3008.057,3995.972,1003.39
2023-10-08 22:00:00+08,8117.009,3010.254,3997.498,1003.643
2023-10-08 22:15:00+08,7242.974,3009.521,3996.277,1003.863
2023-10-08 22:30:00+08,6805.874,3007.324,3697.815,1003.0
2023-10-08 22:45:00+08,6416.751,2985.107,3402.405,1003.886
2023-10-08 23:00:00+08,6081.875,2749.756,3103.638,1003.657
2023-10-08 23:15:00+08,5590.09,2507.813,2796.326,1003.734
2023-10-08 23:30:00+08,5208.183,2508.545,2797.546,1003.26
2023-10-08 23:45:00+08,4948.348,2509.521,2796.021,1004.489
2023-10-09 00:00:00+08,4639.806,2508.789,2796.936,1004.296
2023-10-09 00:15:00+08,3952.383,2500.488,3522.644,0.007
2023-10-09 00:30:00+08,3843.327,2536.865,3912.354,0.01
2023-10-09 00:45:00+08,3794.365,2534.668,4301.453,0.002
2023-10-09 01:00:00+08,3851.029,2535.889,4693.298,0.002
2023-10-09 01:15:00+08,3868.067,2527.344,4693.909,1002.831
2023-10-09 01:30:00+08,4102.198,2525.879,4692.688,1002.858
2023-10-09 01:45:00+08,3877.936,2527.1,4691.772,1003.052
2023-10-09 02:00:00+08,4031.136,2529.785,4692.078,1003.226
2023-10-09 02:15:00+08,3713.07,2538.574,4694.214,1002.944
2023-10-09 02:30:00+08,4003.51,2546.387,4692.078,1003.132
2023-10-09 02:45:00+08,3899.051,2550.049,4695.129,1003.328
2023-10-09 03:00:00+08,3810.292,2550.781,4693.298,1003.451
2023-10-09 03:15:00+08,4012.601,2559.326,4692.078,1003.603
2023-10-09 03:30:00+08,3826.394,2656.006,4692.993,1004.257
2023-10-09 03:45:00+08,3835.903,2653.564,4692.688,1004.255
2023-10-09 04:00:00+08,3884.34,2625.488,4691.772,1004.508
2023-10-09 04:15:00+08,4163.361,2521.973,4357.91,1003.234
2023-10-09 04:30:00+08,4174.24,2511.475,4360.962,1002.878
2023-10-09 04:45:00+08,4136.224,2505.127,4361.267,1002.68
2023-10-09 05:00:00+08,4253.789,2499.512,4363.708,1003.337
2023-10-09 05:15:00+08,4259.853,2498.291,4361.572,1003.658
2023-10-09 05:30:00+08,4446.623,2727.051,4743.958,999.638
