时间,华北来电(MW),银东直流(MW),鲁固直流(MW),昭沂直流(MW)
2024-07-22 00:15:00+08,3170.97,2885.254,7006.531,5597.185
2024-07-22 00:30:00+08,3083.598,2803.711,7077.942,5596.455
2024-07-22 00:45:00+08,3250.431,2734.375,7073.669,5597.854
2024-07-22 01:00:00+08,3360.627,2703.125,7071.533,5598.282
2024-07-22 01:15:00+08,3161.898,2850.098,7062.378,5594.74
2024-07-22 01:30:00+08,3234.328,2827.881,7074.89,5595.47
2024-07-22 01:45:00+08,3049.355,2882.568,7017.212,5596.657
2024-07-22 02:00:00+08,3151.747,2928.955,7017.517,5596.763
2024-07-22 02:15:00+08,3341.106,2630.859,7016.907,5595.067
2024-07-22 02:30:00+08,3667.977,2632.324,7017.517,5595.827
2024-07-22 02:45:00+08,3460.725,2627.93,7015.991,5594.816
2024-07-22 03:00:00+08,3467.813,2627.441,7017.822,5596.17
2024-07-22 03:15:00+08,3479.382,2629.639,7019.348,5595.372
2024-07-22 03:30:00+08,3457.158,2632.813,6984.558,5596.831
2024-07-22 03:45:00+08,3562.495,2632.324,6948.853,5594.751
2024-07-22 04:00:00+08,3626.771,2633.789,6942.444,5594.284
2024-07-22 04:15:00+08,3242.926,2699.707,6942.139,5596.579
2024-07-22 04:30:00+08,3532.735,2703.613,6941.834,5595.811
2024-07-22 04:45:00+08,3507.388,2700.928,6941.834,5595.955
2024-07-22 05:00:00+08,3217.449,2712.402,6941.834,5594.32
2024-07-22 05:15:00+08,3861.002,2677.49,6941.834,5596.156
2024-07-22 05:30:00+08,4000.536,2666.016,6757.813,5598.376
2024-07-22 05:45:00+08,4428.418,2703.125,6576.233,5601.375
2024-07-22 06:00:00+08,4353.954,2867.432,6392.212,5774.87
2024-07-22 06:15:00+08,4425.081,3024.902,6218.872,5875.598
2024-07-22 06:30:00+08,4823.97,2979.736,6163.025,5609.584
2024-07-22 06:45:00+08,4689.919,3034.668,6110.23,5612.721
2024-07-22 07:00:00+08,4326.197,3256.348,6055.298,5849.7
2024-07-22 07:15:00+08,4416.861,3371.338,6000.061,6293.29
2024-07-22 07:30:00+08,5100.58,3530.273,6374.207,6669.888
2024-07-22 07:45:00+08,5322.728,3688.232,6745.606,7170.827
2024-07-22 08:00:00+08,5600.19,3844.238,7120.361,7500.849
2024-07-22 08:15:00+08,6696.503,4010.742,7499.695,7499.735
2024-07-22 08:30:00+08,6713.477,3909.424,7402.039,7482.133
2024-07-22 08:45:00+08,7243.217,3811.523,7304.382,7466.171
2024-07-22 09:00:00+08,7453.522,3710.205,7306.519,7469.286
2024-07-22 09:15:00+08,7585.714,4011.231,7108.46,7429.382
2024-07-22 09:30:00+08,7347.8,3998.047,7108.46,7440.977
2024-07-22 09:45:00+08,7444.356,3987.793,7108.765,7448.034
2024-07-22 10:00:00+08,7445.716,3975.342,7108.46,7453.2
2024-07-22 10:15:00+08,7201.002,4010.986,7108.154,7463.238
2024-07-22 10:30:00+08,6926.173,4011.963,7000.122,7401.622
2024-07-22 10:45:00+08,6973.904,4011.963,6893.311,7425.409
2024-07-22 11:00:00+08,6747.717,4012.207,6807.251,7441.128
2024-07-22 11:15:00+08,6986.25,4011.963,6683.655,7503.632
2024-07-22 11:30:00+08,6400.606,4011.475,6291.199,7502.4
2024-07-22 11:45:00+08,6035.882,4012.207,5897.827,7502.277
2024-07-22 12:00:00+08,5389.769,4004.639,5505.676,7501.058
2024-07-22 12:15:00+08,5319.822,4011.719,5811.157,7502.714
2024-07-22 12:30:00+08,5456.318,4015.381,5774.536,7499.039
2024-07-22 12:45:00+08,5377.664,4012.451,5737.61,7496.92
2024-07-22 13:00:00+08,5148.574,4011.475,5700.073,7498.83
2024-07-22 13:15:00+08,5850.894,4010.498,5661.011,7486.105
2024-07-22 13:30:00+08,5398.067,4001.953,5699.158,7482.036
2024-07-22 13:45:00+08,5011.061,3991.699,5737.61,7480.003
2024-07-22 14:00:00+08,5808.388,3983.154,5774.841,7476.244
2024-07-22 14:15:00+08,5702.762,4010.986,5813.904,7470.84
2024-07-22 14:30:00+08,5375.423,4011.719,5688.171,7466.004
2024-07-22 14:45:00+08,5709.006,4011.475,5561.829,7462.747
2024-07-22 15:00:00+08,5562.155,4011.475,5435.791,7459.511
2024-07-22 15:15:00+08,5748.585,4011.963,5314.941,7502.259
2024-07-22 15:30:00+08,5827.941,4010.498,5251.77,7504.655
2024-07-22 15:45:00+08,6136.293,4010.986,5190.125,7501.744
2024-07-22 16:00:00+08,6306.678,4011.963,5128.784,7500.551
2024-07-22 16:15:00+08,6410.769,4012.451,5135.193,7501.161
2024-07-22 16:30:00+08,6034.698,4009.277,5126.038,7503.372
2024-07-22 16:45:00+08,6052.256,4010.986,5277.1,7498.767
2024-07-22 17:00:00+08,5559.986,4008.789,5487.976,7502.1
2024-07-22 17:15:00+08,6070.605,4012.451,5978.088,7501.527
2024-07-22 17:30:00+08,6307.313,4005.371,6311.035,7500.769
2024-07-22 17:45:00+08,6548.672,4004.15,6650.391,7503.065
2024-07-22 18:00:00+08,7230.299,4005.615,6970.825,7504.733
2024-07-22 18:15:00+08,6794.139,4011.475,7200.012,7502.176
2024-07-22 18:30:00+08,7291.74,3998.291,7122.803,7499.731
2024-07-22 18:45:00+08,7333.159,3983.887,7048.34,7501.816
2024-07-22 19:00:00+08,6867.698,3972.412,7033.081,7501.646
2024-07-22 19:15:00+08,7516.03,4010.498,7498.169,7499.663
2024-07-22 19:30:00+08,7349.899,4006.592,7497.864,7499.945
2024-07-22 19:45:00+08,7141.763,4006.836,7469.482,7471.358
2024-07-22 20:00:00+08,7475.266,4002.441,7398.987,7400.371
2024-07-22 20:15:00+08,7421.082,4010.986,7398.377,7401.26
2024-07-22 20:30:00+08,7580.237,4010.498,7397.766,7401.122
2024-07-22 20:45:00+08,7421.325,4009.033,7398.071,7400.786
2024-07-22 21:00:00+08,7352.558,4008.301,7398.377,7400.694
2024-07-22 21:15:00+08,7272.706,4010.254,7398.071,7400.394
2024-07-22 21:30:00+08,5702.256,3697.022,7496.338,7281.427
2024-07-22 21:45:00+08,5359.042,3381.348,7498.169,6777.2
2024-07-22 22:00:00+08,4635.583,3067.871,7498.779,6177.374
2024-07-22 22:15:00+08,3960.099,2936.768,7498.474,5578.973
2024-07-22 22:30:00+08,3376.298,3186.768,7323.608,5693.553
2024-07-22 22:45:00+08,2994.855,3084.961,7195.435,5909.586
2024-07-22 23:00:00+08,2410.292,2980.957,7286.682,6042.566
2024-07-22 23:15:00+08,2952.731,3339.111,7498.474,5578.391
2024-07-22 23:30:00+08,2774.667,3339.356,7498.169,5579.378
2024-07-22 23:45:00+08,2934.888,3339.6,7498.779,5580.684
2024-07-23 00:00:00+08,2101.268,3340.332,7498.169,5579.647
2024-07-23 00:15:00+08,3105.143,2780.762,6942.139,5597.281
2024-07-23 00:30:00+08,3451.502,2744.873,6942.139,5598.033
2024-07-23 00:45:00+08,3392.267,2707.764,6942.444,5597.603
2024-07-23 01:00:00+08,3301.069,2673.828,6942.444,5598.633
2024-07-23 01:15:00+08,3327.943,2817.627,6942.749,5596.036
2024-07-23 01:30:00+08,3311.041,2816.895,6940.918,5596.369
2024-07-23 01:45:00+08,3308.565,2817.139,6941.834,5593.06
2024-07-23 02:00:00+08,3195.01,2818.848,6942.139,5595.029
2024-07-23 02:15:00+08,2988.182,2817.383,6941.834,5594.46
2024-07-23 02:30:00+08,3435.934,2817.383,6942.444,5595.346
2024-07-23 02:45:00+08,3196.518,2814.697,6942.444,5594.33
2024-07-23 03:00:00+08,3351.697,2814.209,6942.444,5595.736
2024-07-23 03:15:00+08,3415.689,2818.115,6942.139,5597.621
2024-07-23 03:30:00+08,3035.676,2816.65,6942.444,5596.317
2024-07-23 03:45:00+08,3327.911,2817.871,6941.834,5596.019
2024-07-23 04:00:00+08,3343.17,2817.627,6942.139,5595.419
2024-07-23 04:15:00+08,3355.403,2816.65,6942.444,5595.147
2024-07-23 04:30:00+08,3196.869,2817.627,6942.444,5595.343
2024-07-23 04:45:00+08,3353.313,2816.162,6942.444,5595.734
2024-07-23 05:00:00+08,3284.603,2816.406,6942.139,5596.013
2024-07-23 05:15:00+08,3456.894,2817.139,6942.139,5595.9
2024-07-23 05:30:00+08,3746.095,2809.57,6758.118,5598.898
2024-07-23 05:45:00+08,4143.335,2799.316,6575.928,5600.062
2024-07-23 06:00:00+08,4663.686,2894.775,6392.517,5602.891
2024-07-23 06:15:00+08,4523.995,3211.182,6218.872,5603.845
2024-07-23 06:30:00+08,4850.279,3167.969,6163.635,5610.248
2024-07-23 06:45:00+08,4802.578,3123.535,6110.535,5701.225
2024-07-23 07:00:00+08,4748.523,3081.787,6055.603,5617.579
2024-07-23 07:15:00+08,4324.523,3370.117,6000.671,6200.834
2024-07-23 07:30:00+08,5473.351,3528.32,6372.986,6082.439
2024-07-23 07:45:00+08,5996.884,3685.791,6746.826,6541.478
2024-07-23 08:00:00+08,6283.306,3843.506,7119.141,7010.699
2024-07-23 08:15:00+08,6242.698,4010.254,7399.292,7501.196
2024-07-23 08:30:00+08,6821.05,3910.4,7399.292,7482.869
2024-07-23 08:45:00+08,7260.175,3811.279,7304.993,7463.107
2024-07-23 09:00:00+08,7029.2,3711.182,7208.557,7444.286
2024-07-23 09:15:00+08,6889.44,4012.207,7108.154,7430.315
2024-07-23 09:30:00+08,7381.412,3999.512,7108.765,7434.772
2024-07-23 09:45:00+08,7326.083,3986.816,7107.849,7444.7
2024-07-23 10:00:00+08,7328.579,3972.412,7108.46,7451.24
2024-07-23 10:15:00+08,7403.521,4009.766,7108.46,7464.339
2024-07-23 10:30:00+08,7190.588,4010.498,7000.122,7283.432
2024-07-23 10:45:00+08,7311.765,4009.277,6892.09,7113.445
2024-07-23 11:00:00+08,7447.94,4006.348,6783.752,6924.634
2024-07-23 11:15:00+08,6749.606,4011.963,6683.655,7504.874
2024-07-23 11:30:00+08,6582.632,4010.254,6290.894,7505.014
2024-07-23 11:45:00+08,5767.88,4010.254,5898.132,7503.271
2024-07-23 12:00:00+08,5118.729,4011.963,5505.981,7501.873
2024-07-23 12:15:00+08,5451.877,4010.742,5811.157,7501.154
2024-07-23 12:30:00+08,5646.598,4011.231,5773.621,7498.286
2024-07-23 12:45:00+08,5369.099,4011.231,5737.915,7496.131
2024-07-23 13:00:00+08,5338.291,4012.451,5700.378,7495.755
2024-07-23 13:15:00+08,5479.632,4011.963,5660.4,7488.821
2024-07-23 13:30:00+08,5399.181,3999.268,5698.547,7483.158
2024-07-23 13:45:00+08,5567.812,3992.676,5738.22,7480.732
2024-07-23 14:00:00+08,5545.24,3983.398,5775.452,7475.403
2024-07-23 14:15:00+08,5757.971,4010.742,5814.209,7473.164
2024-07-23 14:30:00+08,5283.395,4011.719,5688.171,7467.346
2024-07-23 14:45:00+08,5193.235,4011.475,5562.134,7460.022
2024-07-23 15:00:00+08,5592.944,4010.498,5361.633,7459.544
2024-07-23 15:15:00+08,5715.187,4013.184,5162.964,7500.621
2024-07-23 15:30:00+08,6233.405,4010.986,4979.248,7500.412
2024-07-23 15:45:00+08,6472.023,4010.986,4943.848,7502.326
2024-07-23 16:00:00+08,6371.246,4010.01,4866.638,7497.911
2024-07-23 16:15:00+08,5987.2,4012.695,5069.58,7504.443
2024-07-23 16:30:00+08,6130.841,4011.963,5064.087,7501.596
2024-07-23 16:45:00+08,5446.849,4010.742,5160.217,7502.785
2024-07-23 17:00:00+08,5182.76,4009.522,5159.912,7417.013
2024-07-23 17:15:00+08,5127.648,4011.719,5638.123,7500.84
2024-07-23 17:30:00+08,4624.537,4011.231,5988.159,7500.655
2024-07-23 17:45:00+08,4875.589,4011.963,6336.365,7501.807
2024-07-23 18:00:00+08,5405.5,4010.254,6562.805,7503.685
2024-07-23 18:15:00+08,4938.783,4012.94,7199.097,7500.968
2024-07-23 18:30:00+08,5349.491,3998.779,7122.498,7501.022
2024-07-23 18:45:00+08,5443.244,3983.887,7048.34,7498.942
2024-07-23 19:00:00+08,5251.224,3970.459,7283.63,7193.658
2024-07-23 19:15:00+08,5176.389,4010.986,7399.902,7501.684
2024-07-23 19:30:00+08,5084.963,4009.766,7398.987,7501.797
2024-07-23 19:45:00+08,4958.991,4008.057,7399.292,7501.566
2024-07-23 20:00:00+08,4478.302,4003.662,7399.292,7502.005
2024-07-23 20:15:00+08,3437.342,4010.01,7398.682,7102.749
2024-07-23 20:30:00+08,3146.71,4008.789,7399.597,7199.667
2024-07-23 20:45:00+08,3349.06,4011.475,7398.987,7241.503
2024-07-23 21:00:00+08,3840.88,4011.231,7398.987,7249.566
2024-07-23 21:15:00+08,3721.56,4011.231,7398.377,7500.974
2024-07-23 21:30:00+08,3798.541,3697.754,7396.851,6940.622
2024-07-23 21:45:00+08,3600.204,3382.568,7398.071,6658.672
2024-07-23 22:00:00+08,3774.499,3068.359,7398.682,6059.639
2024-07-23 22:15:00+08,2167.752,2971.436,7398.377,5461.287
2024-07-23 22:30:00+08,2863.365,2688.232,7398.377,5066.948
2024-07-23 22:45:00+08,2614.956,2820.313,7398.377,4781.304
2024-07-23 23:00:00+08,2929.118,2685.791,7390.442,4558.925
2024-07-23 23:15:00+08,3333.096,2509.522,7397.766,4384.299
2024-07-23 23:30:00+08,3513.018,2022.705,7398.071,4984.915
2024-07-23 23:45:00+08,3575.408,2618.652,7397.461,4447.606
2024-07-24 00:00:00+08,2470.465,2753.174,7398.071,4999.235
2024-07-24 00:15:00+08,3160.861,2781.25,6942.444,5596.733
2024-07-24 00:30:00+08,3336.509,2744.629,6942.749,5596.981
2024-07-24 00:45:00+08,3405.708,2710.938,6942.139,5597.015
2024-07-24 01:00:00+08,3224.135,2674.805,6942.444,5597.128
2024-07-24 01:15:00+08,3188.412,2817.383,6942.139,5595.38
2024-07-24 01:30:00+08,3281.828,2818.604,6942.139,5595.254
2024-07-24 01:45:00+08,3128.057,2819.092,6942.749,5595.019
2024-07-24 02:00:00+08,3068.99,2762.94,6976.624,5597.054
2024-07-24 02:15:00+08,3160.827,2816.895,6943.054,5594.804
2024-07-24 02:30:00+08,3347.508,2816.162,6942.139,5595.119
2024-07-24 02:45:00+08,3419.419,2813.965,6942.139,5596.405
2024-07-24 03:00:00+08,3082.29,2784.424,6941.834,5595.939
2024-07-24 03:15:00+08,3222.04,2817.383,6942.139,5595.229
2024-07-24 03:30:00+08,3360.895,2817.627,6942.444,5596.04
2024-07-24 03:45:00+08,3025.089,2816.895,6942.444,5595.465
2024-07-24 04:00:00+08,3298.448,2817.871,6942.444,5595.095
2024-07-24 04:15:00+08,3278.663,2816.406,6942.139,5595.407
2024-07-24 04:30:00+08,3560.527,2817.871,6942.749,5594.772
2024-07-24 04:45:00+08,3412.259,2817.383,6942.444,5595.708
2024-07-24 05:00:00+08,3227.5,2817.383,6940.918,5594.8
2024-07-24 05:15:00+08,3520.874,2816.895,6942.444,5596.451
2024-07-24 05:30:00+08,4050.441,2808.106,6758.423,5598.662
2024-07-24 05:45:00+08,4054.79,2798.584,6576.233,5600.88
2024-07-24 06:00:00+08,4592.616,2789.551,6392.517,5601.654
2024-07-24 06:15:00+08,4604.249,3212.402,6219.482,5606.196
2024-07-24 06:30:00+08,4490.969,3166.26,6163.94,5882.571
2024-07-24 06:45:00+08,4380.817,3124.023,6110.23,6160.461
2024-07-24 07:00:00+08,4171.811,3081.543,6055.908,6112.331
2024-07-24 07:15:00+08,4247.741,3375.244,6001.587,6273.183
2024-07-24 07:30:00+08,5192.852,3529.541,6373.596,6320.527
2024-07-24 07:45:00+08,5397.633,3688.232,6746.216,6917.625
2024-07-24 08:00:00+08,5603.958,3843.262,7119.751,7499.335
2024-07-24 08:15:00+08,6459.693,4006.104,7399.292,7501.79
2024-07-24 08:30:00+08,6995.779,3907.227,7399.597,7498.959
2024-07-24 08:45:00+08,7085.162,3809.57,7333.984,7500.878
2024-07-24 09:00:00+08,7131.917,3712.402,7233.887,7501.923
2024-07-24 09:15:00+08,7329.979,4009.766,7161.255,7433.075
2024-07-24 09:30:00+08,7228.625,3997.559,7240.601,7437.029
2024-07-24 09:45:00+08,7540.285,3986.572,7240.906,7444.644
2024-07-24 10:00:00+08,7025.136,3974.609,7263.489,7451.752
2024-07-24 10:15:00+08,7259.087,4012.94,7108.154,7467.876
2024-07-24 10:30:00+08,6879.961,4008.545,7011.414,7503.296
2024-07-24 10:45:00+08,7025.922,4009.033,6940.308,7504.741
2024-07-24 11:00:00+08,6761.926,4010.742,6784.363,7055.708
2024-07-24 11:15:00+08,5661.273,4011.231,6683.96,7502.94
2024-07-24 11:30:00+08,5497.795,4011.475,6290.894,7503.32
2024-07-24 11:45:00+08,4849.709,4010.986,5898.132,7502.102
2024-07-24 12:00:00+08,4616.463,4010.986,5505.066,7502.006
2024-07-24 12:15:00+08,4390.183,4012.451,5811.462,7502.251
2024-07-24 12:30:00+08,4454.3,4010.742,5774.536,7498.709
2024-07-24 12:45:00+08,4209.626,4011.475,5737.61,7497.094
2024-07-24 13:00:00+08,4590.636,4009.766,5700.378,7492.291
2024-07-24 13:15:00+08,4820.29,4011.475,5661.316,7484.808
2024-07-24 13:30:00+08,4516.99,4000.244,5699.768,7483.063
2024-07-24 13:45:00+08,4503.521,3992.188,5737.61,7480.07
2024-07-24 14:00:00+08,4575.169,3983.154,5776.367,7479.049
2024-07-24 14:15:00+08,4233.356,4012.207,6009.522,7501.271
2024-07-24 14:30:00+08,4476.405,4010.498,5878.601,7501.213
2024-07-24 14:45:00+08,4653.643,4010.01,5755.005,7500.033
2024-07-24 15:00:00+08,4615.23,4010.254,5627.136,7501.954
2024-07-24 15:15:00+08,4443.318,4012.695,5559.387,7499.978
2024-07-24 15:30:00+08,5108.076,4011.963,5413.513,7501.68
2024-07-24 15:45:00+08,5125.722,4009.766,5330.811,7499.065
2024-07-24 16:00:00+08,5330.382,4010.01,5361.328,7501.648
2024-07-24 16:15:00+08,4638.005,4011.719,5410.461,7504.573
2024-07-24 16:30:00+08,4629.884,4008.545,5607.91,7502.581
2024-07-24 16:45:00+08,4285.931,4010.01,5798.645,7500.501
2024-07-24 17:00:00+08,4187.299,4010.986,5994.873,7500.205
2024-07-24 17:15:00+08,3913.403,4012.207,6494.446,7502.071
2024-07-24 17:30:00+08,4392.78,4012.695,6821.899,7502.5
2024-07-24 17:45:00+08,4700.335,4009.766,7155.457,7503.023
2024-07-24 18:00:00+08,4871.534,4010.254,7396.24,7502.9
2024-07-24 18:15:00+08,5366.557,4012.451,7398.377,7503.263
2024-07-24 18:30:00+08,5450.965,3994.873,7399.597,7499.931
2024-07-24 18:45:00+08,5375.942,3982.422,7398.682,7500.476
2024-07-24 19:00:00+08,5191.477,3969.238,7399.902,7498.518
2024-07-24 19:15:00+08,5678.691,4009.522,7398.377,7501.361
2024-07-24 19:30:00+08,5415.162,4010.254,7398.987,7500.371
2024-07-24 19:45:00+08,6655.74,4006.836,7398.987,7501.604
2024-07-24 20:00:00+08,5588.631,4005.859,7399.597,7502.388
2024-07-24 20:15:00+08,5531.51,4010.01,7399.902,7500.497
2024-07-24 20:30:00+08,5783.837,4009.766,7400.208,7501.972
2024-07-24 20:45:00+08,5721.778,4010.986,7399.292,7498.717
2024-07-24 21:00:00+08,6005.273,4012.695,7399.902,7379.565
2024-07-24 21:15:00+08,5606.503,4010.01,7398.987,7503.539
2024-07-24 21:30:00+08,5348.98,3697.266,7398.377,7138.64
2024-07-24 21:45:00+08,5210.996,3381.836,7398.987,6540.206
2024-07-24 22:00:00+08,5098.096,2813.721,7397.766,6060.427
2024-07-24 22:15:00+08,3624.263,3287.598,7397.766,5841.751
2024-07-24 22:30:00+08,2452.682,3236.572,7398.071,6243.189
2024-07-24 22:45:00+08,2550.56,3185.303,7244.568,6244.648
2024-07-24 23:00:00+08,2654.292,3133.789,7085.571,5835.314
2024-07-24 23:15:00+08,3876.894,3291.504,6829.224,5580.704
2024-07-24 23:30:00+08,3521.658,3248.535,6926.575,5580.02
2024-07-24 23:45:00+08,3696.647,3249.756,6882.935,5579.856
2024-07-25 00:00:00+08,2799.248,3250.732,6955.872,5578.2
2024-07-25 00:15:00+08,3003.388,3055.664,6942.444,5728.614
2024-07-25 00:30:00+08,2450.049,3057.861,6941.528,5914.803
2024-07-25 00:45:00+08,2445.239,3058.35,6941.834,5945.827
2024-07-25 01:00:00+08,2444.806,3055.664,6942.749,6046.985
2024-07-25 01:15:00+08,2409.886,3054.932,6942.139,6214.799
2024-07-25 01:30:00+08,2432.727,3057.373,6942.139,6214.588
2024-07-25 01:45:00+08,2164.499,3057.861,6943.054,6219.19
2024-07-25 02:00:00+08,2412.199,3058.594,6940.918,6228.775
2024-07-25 02:15:00+08,2009.595,3057.617,7092.59,6228.55
2024-07-25 02:30:00+08,2192.848,3057.373,7092.285,6227.449
2024-07-25 02:45:00+08,2270.028,3056.641,7086.487,6230.058
2024-07-25 03:00:00+08,2612.992,3055.908,7080.689,5984.726
2024-07-25 03:15:00+08,2192.516,3056.641,7084.656,6235.874
2024-07-25 03:30:00+08,2521.455,3057.373,7050.171,6183.636
2024-07-25 03:45:00+08,2742.56,3057.373,6965.942,6135.745
2024-07-25 04:00:00+08,2611.153,3056.885,6942.749,6135.657
2024-07-25 04:15:00+08,2455.827,3056.397,6942.139,6348.835
2024-07-25 04:30:00+08,2399.775,3056.152,6942.444,6322.487
2024-07-25 04:45:00+08,2384.956,3057.129,6942.139,6304.154
2024-07-25 05:00:00+08,2488.022,3057.861,6943.359,6235.064
2024-07-25 05:15:00+08,2672.522,3055.908,6942.139,6197.929
2024-07-25 05:30:00+08,3184.036,3055.176,6757.813,6230.24
2024-07-25 05:45:00+08,3240.078,3055.908,6576.233,6420.295
2024-07-25 06:00:00+08,3496.541,3054.932,6392.212,6583.636
2024-07-25 06:15:00+08,3376.211,3209.229,6219.177,6654.275
2024-07-25 06:30:00+08,3660.718,3167.236,6163.33,6774.428
2024-07-25 06:45:00+08,3169.696,3124.268,6110.535,6924.867
2024-07-25 07:00:00+08,3000.925,3080.566,6056.519,7280.099
2024-07-25 07:15:00+08,3497.632,3370.117,6000.061,6682.589
2024-07-25 07:30:00+08,4684.603,3530.029,6373.596,7066.673
2024-07-25 07:45:00+08,4924.312,3686.279,6746.826,7455.551
2024-07-25 08:00:00+08,6038.545,3842.285,7129.822,7053.868
2024-07-25 08:15:00+08,6770.331,4011.231,7398.987,7502.121
2024-07-25 08:30:00+08,6581.486,3909.668,7399.292,7478.099
2024-07-25 08:45:00+08,6957.2,3810.547,7305.298,7455.761
2024-07-25 09:00:00+08,7426.465,3709.717,7208.252,7429.034
2024-07-25 09:15:00+08,7337.891,4011.475,7108.154,7411.931
2024-07-25 09:30:00+08,7491.947,3998.535,7107.544,7418.389
2024-07-25 09:45:00+08,7567.945,3988.77,7107.849,7421.04
2024-07-25 10:00:00+08,7115.099,3974.854,7107.849,7427.664
2024-07-25 10:15:00+08,7350.029,4013.184,7108.154,7430.904
2024-07-25 10:30:00+08,7305.271,4009.766,7000.427,7287.475
2024-07-25 10:45:00+08,7339.238,4012.695,6891.785,7138.282
2024-07-25 11:00:00+08,7488.023,4009.033,6784.363,7251.075
2024-07-25 11:15:00+08,6758.767,4010.01,6684.57,7503.258
2024-07-25 11:30:00+08,6425.977,4010.498,6291.504,7501.995
2024-07-25 11:45:00+08,5890.665,4010.742,5898.132,7504.822
2024-07-25 12:00:00+08,5594.667,4010.01,5506.287,7502.919
2024-07-25 12:15:00+08,5415.678,4009.766,5811.768,7499.78
2024-07-25 12:30:00+08,5472.875,4010.498,5773.926,7490.948
2024-07-25 12:45:00+08,5530.351,4010.254,5737.305,7477.631
2024-07-25 13:00:00+08,5499.813,4011.963,5700.989,7463.789
2024-07-25 13:15:00+08,5603.135,4010.01,5661.011,7454.45
2024-07-25 13:30:00+08,5763.178,4002.686,5698.853,7448.877
2024-07-25 13:45:00+08,5431.035,3990.234,5737.61,7447.215
2024-07-25 14:00:00+08,5592.415,3983.887,5774.536,7443.186
2024-07-25 14:15:00+08,5325.305,4010.01,6034.546,7504.094
2024-07-25 14:30:00+08,5460.995,4010.254,5972.9,7502.077
2024-07-25 14:45:00+08,5494.275,4009.766,5782.776,7500.445
2024-07-25 15:00:00+08,5356.907,4011.231,5569.458,7503.588
2024-07-25 15:15:00+08,5216.601,4011.963,5592.041,7503.76
2024-07-25 15:30:00+08,5797.755,4010.254,5267.944,7497.258
2024-07-25 15:45:00+08,5876.806,4010.498,5189.819,7501.893
2024-07-25 16:00:00+08,6171.666,4008.789,5128.174,7500.363
2024-07-25 16:15:00+08,6013.143,4010.254,5175.781,7501.068
2024-07-25 16:30:00+08,5907.829,4011.963,5438.843,7471.038
2024-07-25 16:45:00+08,5804.195,4010.01,5458.984,7503.284
2024-07-25 17:00:00+08,6109.597,4011.475,5206.299,7402.365
2024-07-25 17:15:00+08,6506.54,4010.254,5794.678,7500.691
2024-07-25 17:30:00+08,6747.408,4010.254,6126.099,7503.06
2024-07-25 17:45:00+08,6741.407,4012.695,6459.656,7503.263
2024-07-25 18:00:00+08,7456.823,4013.672,6563.11,7502.132
2024-07-25 18:15:00+08,7021.668,4010.742,7197.876,7504.065
2024-07-25 18:30:00+08,7330.481,3997.07,7123.108,7499.788
2024-07-25 18:45:00+08,7311.323,3984.863,7048.035,7501.438
2024-07-25 19:00:00+08,7467.399,3971.436,6973.572,7495.002
2024-07-25 19:15:00+08,7295.665,4011.475,7299.194,7499.196
2024-07-25 19:30:00+08,7351.808,4009.033,7299.194,7500.323
2024-07-25 19:45:00+08,7162.28,4006.836,7298.889,7502.171
2024-07-25 20:00:00+08,7589.61,4005.859,7299.194,7502.372
2024-07-25 20:15:00+08,7416.436,4009.522,7299.194,7498.196
2024-07-25 20:30:00+08,7465.22,4010.742,7300.11,7500.158
2024-07-25 20:45:00+08,7223.125,4010.498,7298.889,7500.023
2024-07-25 21:00:00+08,7471.764,4010.986,7299.194,7497.994
2024-07-25 21:15:00+08,7062.556,4010.01,7299.194,7500.38
2024-07-25 21:30:00+08,6237.011,3617.92,7298.889,7021.987
2024-07-25 21:45:00+08,5866.569,3382.813,7298.889,6540.506
2024-07-25 22:00:00+08,4927.967,3068.115,7298.889,6059.077
2024-07-25 22:15:00+08,3747.653,3286.377,7298.584,5656.113
2024-07-25 22:30:00+08,3249.643,3235.84,7298.889,5898.964
2024-07-25 22:45:00+08,2934.415,3183.838,7193.298,6152.682
2024-07-25 23:00:00+08,2467.275,3135.01,6995.544,6399.15
2024-07-25 23:15:00+08,2505.559,3341.797,7080.689,6446.742
2024-07-25 23:30:00+08,2810.501,3343.75,7079.163,6176.507
2024-07-25 23:45:00+08,3346.306,3342.529,6762.085,5578.091
2024-07-26 00:00:00+08,3088.717,3342.773,6762.695,5579.484
2024-07-26 00:15:00+08,3035.436,2791.26,7258.301,5580.451
2024-07-26 00:30:00+08,3084.314,2892.09,7297.974,5580.399
2024-07-26 00:45:00+08,3099.217,3052.246,7250.671,5581.339
2024-07-26 01:00:00+08,2845.328,3065.674,7247.315,5580.76
2024-07-26 01:15:00+08,2329.686,3283.447,7298.584,5579.589
2024-07-26 01:30:00+08,2512.066,3119.385,7297.363,5580.047
2024-07-26 01:45:00+08,2490.521,3119.141,7297.669,5578.065
2024-07-26 02:00:00+08,2644.453,3185.303,7255.249,5579.172
2024-07-26 02:15:00+08,2193.828,3492.432,7253.113,5579.168
2024-07-26 02:30:00+08,2506.255,3448.731,7258.911,5579.565
2024-07-26 02:45:00+08,2225.941,3447.998,7261.658,5579.614
2024-07-26 03:00:00+08,2250.914,3444.58,7258.606,5579.273
2024-07-26 03:15:00+08,2370.129,3450.195,7252.808,5580.081
2024-07-26 03:30:00+08,2511.243,3449.951,7207.031,5579.055
